,Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Declared_Value_USD,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag,Origin_City,Destination_City,Weight
6245,SHP006246,India,USA,2021-11-18,2021-11-23,2021-11-23,Road,Carrier_47,R613,30951.29,Medium,0.29,Both,Routine customs clearance without issue,0,0,Kolkata,Los Angeles,648
6246,SHP006247,Brazil,South Africa,2020-04-23,2020-05-23,2020-05-25,Air,Carrier_5,R886,3085.97,Medium,0.21,Both,High-risk commodity flagged for inspection,2,1,Rio de Janeiro,Pretoria,430
6247,SHP006248,Germany,USA,2019-05-16,2019-05-21,2019-05-23,Rail,Carrier_7,R215,40379.29,Medium,0.46,Physical,Incorrect HS code classification,2,1,Hamburg,Chicago,616
6248,SHP006249,UAE,Brazil,2019-02-10,2019-02-20,2019-02-23,Air,Carrier_15,R750,36131.53,High,0.84,Document,"Suspected undervaluation, needs reassessment",3,1,Sharjah,Fortaleza,712
6249,SHP006250,Japan,UAE,2021-08-22,2021-09-21,2021-09-21,Air,Carrier_43,R770,8285.41,Medium,0.7,Both,"Incomplete paperwork, requires manual review",0,0,Tokyo,Ras Al Khaimah,201
6250,SHP006251,UK,Australia,2020-05-22,2020-06-06,2020-06-10,Road,Carrier_21,R546,44851.86,Low,0.71,Both,Random inspection selected,4,2,Edinburgh,Melbourne,300
6251,SHP006252,UAE,Japan,2020-04-21,2020-05-16,2020-05-22,Sea,Carrier_19,R289,16846.48,Medium,0.24,Document,Incorrect HS code classification,6,2,Sharjah,Tokyo,643
6252,SHP006253,Australia,Germany,2021-03-30,2021-04-11,2021-04-14,Road,Carrier_31,R194,40437.3,Low,0.43,Both,Routine customs clearance without issue,3,1,Perth,Berlin,514
6253,SHP006254,Brazil,Japan,2019-04-01,2019-04-22,2019-04-23,Road,Carrier_48,R563,12126.59,Low,0.47,Both,"Incomplete paperwork, requires manual review",1,1,Rio de Janeiro,Tokyo,727
6254,SHP006255,Australia,USA,2024-07-30,2024-08-18,2024-08-18,Sea,Carrier_20,R100,21602.32,High,0.89,Document,Incorrect HS code classification,0,0,Adelaide,New York,556
6255,SHP006256,South Africa,India,2024-04-27,2024-05-09,2024-05-11,Rail,Carrier_8,R621,3905.77,Low,0.95,Document,Random inspection selected,2,1,Cape Town,Mumbai,390
6256,SHP006257,USA,India,2023-05-19,2023-06-02,2023-06-09,Air,Carrier_42,R135,10169.51,Low,0.14,Both,High-risk commodity flagged for inspection,7,2,New York,Chennai,452
6257,SHP006258,Australia,Japan,2021-10-29,2021-11-23,2021-11-26,Road,Carrier_9,R185,7227.0,High,0.11,Document,Incorrect HS code classification,3,1,Sydney,Yokohama,594
6258,SHP006259,Brazil,UAE,2021-10-04,2021-10-15,2021-10-15,Air,Carrier_36,R209,33683.73,Medium,0.12,Physical,Tariff dispute pending resolution,0,0,Fortaleza,Dubai,512
6259,SHP006260,UK,China,2020-02-19,2020-03-09,2020-03-12,Rail,Carrier_2,R484,29105.3,Low,0.32,Document,"Incomplete paperwork, requires manual review",3,1,London,Beijing,392
6260,SHP006261,India,Brazil,2023-04-03,2023-04-15,2023-04-17,Rail,Carrier_48,R447,7558.59,Medium,0.98,Document,High-risk commodity flagged for inspection,2,1,Chennai,Brasilia,642
6261,SHP006262,Australia,UK,2019-08-16,2019-09-01,2019-09-03,Road,Carrier_46,R448,48923.42,Low,0.6,Document,Tariff dispute pending resolution,2,1,Sydney,Birmingham,97
6262,SHP006263,India,Germany,2022-07-30,2022-08-21,2022-08-21,Road,Carrier_1,R402,33360.2,Low,0.38,Both,"Incomplete paperwork, requires manual review",0,0,Chennai,Frankfurt,461
6263,SHP006264,UAE,Germany,2022-09-12,2022-09-25,2022-09-26,Rail,Carrier_4,R115,35310.28,Medium,0.7,Physical,"Suspected undervaluation, needs reassessment",1,1,Ras Al Khaimah,Berlin,438
6264,SHP006265,UAE,UK,2024-10-14,2024-10-30,2024-10-30,Rail,Carrier_18,R364,9923.21,Low,0.71,Physical,Random inspection selected,0,0,Ajman,London,965
6265,SHP006266,South Africa,Australia,2023-04-10,2023-05-03,2023-05-04,Road,Carrier_20,R516,19002.12,Low,0.68,Both,Incorrect HS code classification,1,1,Johannesburg,Brisbane,943
6266,SHP006267,UAE,UK,2022-01-29,2022-02-15,2022-02-15,Road,Carrier_13,R170,8435.55,High,0.19,Document,Incorrect HS code classification,0,0,Sharjah,Manchester,353
6267,SHP006268,UK,USA,2024-04-23,2024-05-06,2024-05-07,Air,Carrier_14,R337,28864.3,Low,0.44,Document,Routine customs clearance without issue,1,1,Manchester,Los Angeles,771
6268,SHP006269,Germany,South Africa,2019-04-06,2019-04-18,2019-04-22,Rail,Carrier_22,R291,29935.3,Medium,0.83,Physical,Incorrect HS code classification,4,2,Frankfurt,Cape Town,153
6269,SHP006270,India,UAE,2020-02-29,2020-03-11,2020-03-14,Road,Carrier_25,R664,47648.94,Medium,0.61,Document,Routine customs clearance without issue,3,1,Delhi,Ajman,815
6270,SHP006271,India,UAE,2021-06-10,2021-07-04,2021-07-07,Road,Carrier_34,R206,2334.24,Low,0.7,Physical,Routine customs clearance without issue,3,1,Mumbai,Dubai,187
6271,SHP006272,Japan,South Africa,2022-06-02,2022-06-23,2022-06-26,Sea,Carrier_23,R902,35971.09,Low,0.82,Both,Tariff dispute pending resolution,3,1,Nagoya,Cape Town,316
6272,SHP006273,Germany,Australia,2020-03-17,2020-04-11,2020-04-16,Sea,Carrier_34,R438,37867.97,Low,0.72,Both,"Suspected undervaluation, needs reassessment",5,2,Munich,Melbourne,148
6273,SHP006274,Australia,Germany,2023-06-06,2023-06-12,2023-06-15,Sea,Carrier_46,R597,38888.88,Low,0.43,Document,"Incomplete paperwork, requires manual review",3,1,Brisbane,Hamburg,871
6274,SHP006275,UAE,South Africa,2021-01-10,2021-01-21,2021-01-25,Air,Carrier_3,R566,45501.72,High,0.53,Document,Random inspection selected,4,2,Dubai,Durban,478
6275,SHP006276,UAE,UK,2020-04-05,2020-04-10,2020-04-12,Air,Carrier_12,R162,17106.69,Medium,0.58,Physical,"Suspected undervaluation, needs reassessment",2,1,Abu Dhabi,Manchester,88
6276,SHP006277,USA,Australia,2019-12-06,2019-12-21,2019-12-23,Road,Carrier_49,R813,28306.43,High,0.06,Document,Tariff dispute pending resolution,2,1,Houston,Brisbane,198
6277,SHP006278,Brazil,China,2019-01-18,2019-02-11,2019-02-12,Road,Carrier_1,R407,44237.67,Low,0.61,Physical,Incorrect HS code classification,1,1,Fortaleza,Shenzhen,524
6278,SHP006279,Japan,Australia,2024-03-28,2024-04-24,2024-04-28,Air,Carrier_27,R151,9890.55,Low,0.79,Physical,"Incomplete paperwork, requires manual review",4,2,Yokohama,Sydney,229
6279,SHP006280,China,UK,2024-03-10,2024-03-20,2024-03-29,Air,Carrier_37,R482,22167.46,High,0.66,Physical,High-risk commodity flagged for inspection,9,2,Guangzhou,Manchester,903
6280,SHP006281,Germany,India,2023-08-03,2023-08-23,2023-08-23,Sea,Carrier_27,R240,34048.88,High,0.31,Document,Routine customs clearance without issue,0,0,Hamburg,Chennai,644
6281,SHP006282,Japan,Brazil,2020-01-18,2020-02-01,2020-02-02,Road,Carrier_9,R765,46652.81,High,0.96,Physical,Random inspection selected,1,1,Kyoto,Rio de Janeiro,722
6282,SHP006283,UK,China,2020-07-30,2020-08-10,2020-08-15,Air,Carrier_20,R928,16519.63,High,0.92,Physical,Tariff dispute pending resolution,5,2,Liverpool,Chengdu,243
6283,SHP006284,India,Australia,2022-12-05,2022-12-21,2022-12-21,Sea,Carrier_15,R578,23175.67,High,0.42,Both,Tariff dispute pending resolution,0,0,Mumbai,Adelaide,169
6284,SHP006285,Australia,UAE,2019-03-08,2019-03-30,2019-03-30,Rail,Carrier_33,R749,19523.86,Medium,0.35,Both,"Suspected undervaluation, needs reassessment",0,0,Perth,Ajman,402
6285,SHP006286,Germany,Brazil,2023-11-19,2023-12-13,2023-12-17,Air,Carrier_37,R408,32121.72,Low,0.65,Physical,High-risk commodity flagged for inspection,4,2,Frankfurt,Rio de Janeiro,788
6286,SHP006287,Japan,USA,2020-05-11,2020-05-17,2020-05-18,Road,Carrier_35,R198,17419.89,Low,0.72,Physical,Incorrect HS code classification,1,1,Kyoto,Chicago,98
6287,SHP006288,Australia,Germany,2021-09-25,2021-10-02,2021-10-08,Air,Carrier_34,R540,34818.37,Medium,0.73,Both,"Suspected undervaluation, needs reassessment",6,2,Perth,Munich,676
6288,SHP006289,USA,Japan,2021-03-17,2021-04-06,2021-04-06,Sea,Carrier_3,R385,20164.44,Medium,0.07,Both,"Incomplete paperwork, requires manual review",0,0,Phoenix,Kyoto,869
6289,SHP006290,China,Brazil,2019-01-28,2019-02-27,2019-02-27,Sea,Carrier_27,R380,35289.92,High,0.55,Document,Routine customs clearance without issue,0,0,Beijing,Rio de Janeiro,795
6290,SHP006291,UK,USA,2020-04-17,2020-04-25,2020-04-25,Sea,Carrier_28,R727,37533.62,Low,0.16,Physical,Random inspection selected,0,0,Edinburgh,Houston,490
6291,SHP006292,South Africa,USA,2019-10-14,2019-11-07,2019-11-12,Sea,Carrier_11,R100,16472.11,High,0.75,Document,Routine customs clearance without issue,5,2,Durban,Houston,386
6292,SHP006293,China,USA,2023-09-03,2023-10-02,2023-10-02,Rail,Carrier_47,R398,15894.51,High,0.43,Document,Tariff dispute pending resolution,0,0,Chengdu,Phoenix,574
6293,SHP006294,Japan,UAE,2024-11-28,2024-12-05,2024-12-05,Sea,Carrier_42,R334,33491.42,Low,0.26,Both,High-risk commodity flagged for inspection,0,0,Nagoya,Ajman,843
6294,SHP006295,India,Japan,2021-08-09,2021-09-02,2021-09-08,Air,Carrier_48,R629,14797.16,High,0.17,Both,Routine customs clearance without issue,6,2,Delhi,Kyoto,171
6295,SHP006296,UK,Germany,2022-02-09,2022-03-08,2022-03-14,Rail,Carrier_11,R891,24387.47,High,0.45,Both,High-risk commodity flagged for inspection,6,2,Liverpool,Frankfurt,648
6296,SHP006297,Australia,India,2023-09-19,2023-10-04,2023-10-04,Air,Carrier_29,R790,7428.19,High,0.94,Physical,"Suspected undervaluation, needs reassessment",0,0,Sydney,Delhi,227
6297,SHP006298,Brazil,China,2021-08-15,2021-09-01,2021-09-02,Road,Carrier_34,R868,5263.23,Medium,0.53,Both,Random inspection selected,1,1,Fortaleza,Shenzhen,696
6298,SHP006299,China,UAE,2022-01-07,2022-02-04,2022-02-04,Rail,Carrier_43,R564,40097.21,Medium,0.14,Both,Tariff dispute pending resolution,0,0,Guangzhou,Ajman,361
6299,SHP006300,Japan,Germany,2020-10-05,2020-10-28,2020-11-04,Sea,Carrier_9,R308,3857.47,Medium,0.93,Document,Random inspection selected,7,2,Nagoya,Cologne,474
6300,SHP006301,India,Japan,2021-03-14,2021-03-19,2021-03-22,Sea,Carrier_5,R854,16585.41,Medium,0.32,Physical,High-risk commodity flagged for inspection,3,1,Chennai,Yokohama,573
6301,SHP006302,China,Germany,2020-07-19,2020-08-14,2020-08-14,Air,Carrier_20,R306,31155.53,Medium,0.53,Physical,"Incomplete paperwork, requires manual review",0,0,Shanghai,Cologne,391
6302,SHP006303,Australia,China,2023-04-01,2023-04-19,2023-04-19,Road,Carrier_36,R154,23133.66,Medium,0.27,Document,Routine customs clearance without issue,0,0,Brisbane,Beijing,339
6303,SHP006304,Brazil,Japan,2023-07-30,2023-08-15,2023-08-17,Sea,Carrier_22,R574,6782.29,High,0.77,Physical,"Incomplete paperwork, requires manual review",2,1,Rio de Janeiro,Kyoto,940
6304,SHP006305,China,Germany,2024-11-23,2024-12-14,2024-12-16,Air,Carrier_18,R691,5758.38,Medium,0.54,Document,Routine customs clearance without issue,2,1,Chengdu,Hamburg,861
6305,SHP006306,China,South Africa,2022-06-24,2022-07-19,2022-07-19,Air,Carrier_40,R794,43730.64,High,0.63,Document,Incorrect HS code classification,0,0,Guangzhou,Pretoria,507
6306,SHP006307,Brazil,Japan,2019-05-04,2019-05-10,2019-05-17,Sea,Carrier_5,R103,36867.1,Medium,0.29,Both,"Incomplete paperwork, requires manual review",7,2,Rio de Janeiro,Yokohama,922
6307,SHP006308,Germany,UAE,2021-11-20,2021-12-14,2021-12-14,Rail,Carrier_20,R408,34617.32,Medium,0.0,Both,Incorrect HS code classification,0,0,Cologne,Ras Al Khaimah,697
6308,SHP006309,Australia,USA,2024-08-10,2024-08-28,2024-08-30,Rail,Carrier_38,R929,15213.73,High,0.14,Document,High-risk commodity flagged for inspection,2,1,Melbourne,Houston,681
6309,SHP006310,Japan,South Africa,2020-05-27,2020-06-05,2020-06-06,Air,Carrier_47,R186,11224.78,Medium,0.33,Both,Tariff dispute pending resolution,1,1,Tokyo,Cape Town,292
6310,SHP006311,Australia,Brazil,2019-10-09,2019-10-24,2019-10-28,Rail,Carrier_21,R642,18480.39,Medium,0.49,Document,Random inspection selected,4,2,Melbourne,Brasilia,370
6311,SHP006312,UAE,Japan,2019-09-18,2019-09-28,2019-09-28,Road,Carrier_24,R602,27136.07,High,0.24,Document,Incorrect HS code classification,0,0,Sharjah,Kyoto,697
6312,SHP006313,China,India,2020-08-23,2020-09-22,2020-09-25,Sea,Carrier_44,R328,26425.82,Medium,0.2,Both,Routine customs clearance without issue,3,1,Shenzhen,Delhi,891
6313,SHP006314,Australia,UK,2019-10-05,2019-10-25,2019-10-30,Air,Carrier_10,R778,36671.08,High,0.02,Physical,Routine customs clearance without issue,5,2,Melbourne,Edinburgh,953
6314,SHP006315,Japan,UK,2024-01-27,2024-02-08,2024-02-08,Air,Carrier_12,R248,8717.92,Low,0.99,Physical,Tariff dispute pending resolution,0,0,Osaka,London,449
6315,SHP006316,Japan,Brazil,2020-08-12,2020-08-29,2020-08-29,Air,Carrier_11,R161,29418.47,Low,0.41,Document,Incorrect HS code classification,0,0,Yokohama,Rio de Janeiro,576
6316,SHP006317,Germany,China,2023-09-09,2023-09-16,2023-09-19,Road,Carrier_50,R439,17226.8,Medium,0.99,Document,High-risk commodity flagged for inspection,3,1,Munich,Shenzhen,409
6317,SHP006318,China,Germany,2021-05-10,2021-06-05,2021-06-05,Road,Carrier_36,R398,9384.96,Medium,0.95,Physical,High-risk commodity flagged for inspection,0,0,Chengdu,Munich,212
6318,SHP006319,Australia,China,2020-09-22,2020-09-30,2020-09-30,Air,Carrier_48,R553,27483.54,Medium,0.17,Document,"Incomplete paperwork, requires manual review",0,0,Adelaide,Chengdu,423
6319,SHP006320,Germany,India,2023-11-25,2023-12-18,2023-12-20,Road,Carrier_41,R984,40913.52,Low,0.99,Both,Incorrect HS code classification,2,1,Frankfurt,Chennai,658
6320,SHP006321,India,UK,2024-01-04,2024-01-29,2024-01-31,Rail,Carrier_44,R881,34564.74,Low,0.92,Both,Tariff dispute pending resolution,2,1,Bangalore,London,832
6321,SHP006322,Brazil,UK,2020-07-22,2020-07-29,2020-07-29,Road,Carrier_8,R473,18720.43,Medium,0.67,Physical,Incorrect HS code classification,0,0,Fortaleza,Liverpool,147
6322,SHP006323,Australia,China,2022-12-04,2022-12-18,2022-12-21,Sea,Carrier_41,R914,11768.46,Low,0.73,Document,Random inspection selected,3,1,Melbourne,Shenzhen,488
6323,SHP006324,Japan,UK,2021-03-13,2021-04-06,2021-04-06,Rail,Carrier_12,R111,18133.11,High,0.17,Document,"Suspected undervaluation, needs reassessment",0,0,Yokohama,Liverpool,691
6324,SHP006325,Brazil,USA,2019-01-10,2019-02-03,2019-02-05,Air,Carrier_10,R968,19900.02,Medium,0.35,Physical,Tariff dispute pending resolution,2,1,Fortaleza,Phoenix,847
6325,SHP006326,India,China,2023-05-13,2023-06-09,2023-06-09,Sea,Carrier_7,R861,18100.56,Low,0.58,Physical,High-risk commodity flagged for inspection,0,0,Chennai,Beijing,494
6326,SHP006327,USA,Brazil,2022-12-24,2023-01-20,2023-01-20,Road,Carrier_15,R303,15248.69,Medium,0.43,Both,Routine customs clearance without issue,0,0,Houston,Sao Paulo,122
6327,SHP006328,Japan,UAE,2019-06-04,2019-07-04,2019-07-07,Air,Carrier_25,R586,48237.39,Medium,0.33,Physical,Incorrect HS code classification,3,1,Kyoto,Abu Dhabi,517
6328,SHP006329,USA,Japan,2022-07-11,2022-08-03,2022-08-03,Rail,Carrier_12,R271,13566.92,High,0.86,Document,High-risk commodity flagged for inspection,0,0,Houston,Nagoya,881
6329,SHP006330,Australia,UK,2019-07-22,2019-08-15,2019-08-15,Rail,Carrier_45,R155,49438.68,Medium,0.66,Physical,Random inspection selected,0,0,Adelaide,Edinburgh,362
6330,SHP006331,China,South Africa,2019-10-13,2019-11-07,2019-11-10,Sea,Carrier_34,R947,18032.87,Medium,0.86,Both,"Suspected undervaluation, needs reassessment",3,1,Beijing,Johannesburg,514
6331,SHP006332,South Africa,Japan,2019-09-16,2019-10-15,2019-10-15,Road,Carrier_42,R305,7872.35,Low,0.06,Both,High-risk commodity flagged for inspection,0,0,Johannesburg,Osaka,296
6332,SHP006333,Japan,Germany,2022-01-19,2022-01-28,2022-02-02,Road,Carrier_41,R718,42880.91,High,0.75,Both,"Suspected undervaluation, needs reassessment",5,2,Kyoto,Berlin,959
6333,SHP006334,South Africa,China,2019-08-05,2019-09-02,2019-09-06,Rail,Carrier_17,R956,46867.71,Medium,0.99,Both,Tariff dispute pending resolution,4,2,Durban,Shanghai,564
6334,SHP006335,Australia,Germany,2021-01-27,2021-02-09,2021-02-13,Rail,Carrier_46,R736,2489.3,Low,0.17,Both,Incorrect HS code classification,4,2,Melbourne,Munich,453
6335,SHP006336,UK,Germany,2024-12-03,2024-12-27,2024-12-30,Rail,Carrier_33,R111,2258.37,High,0.67,Both,High-risk commodity flagged for inspection,3,1,London,Frankfurt,552
6336,SHP006337,China,India,2022-08-04,2022-08-18,2022-08-19,Rail,Carrier_26,R386,46894.73,Low,0.15,Both,Incorrect HS code classification,1,1,Guangzhou,Chennai,676
6337,SHP006338,USA,Australia,2020-01-06,2020-01-27,2020-01-31,Air,Carrier_10,R445,49696.78,High,0.01,Both,"Incomplete paperwork, requires manual review",4,2,Houston,Melbourne,146
6338,SHP006339,UAE,Australia,2021-01-15,2021-02-03,2021-02-06,Air,Carrier_39,R569,27166.46,High,0.51,Physical,Incorrect HS code classification,3,1,Abu Dhabi,Sydney,259
6339,SHP006340,UK,UAE,2019-03-21,2019-03-31,2019-04-01,Air,Carrier_38,R511,42075.71,Low,0.08,Both,High-risk commodity flagged for inspection,1,1,London,Sharjah,978
6340,SHP006341,Brazil,China,2022-04-26,2022-05-22,2022-05-26,Sea,Carrier_48,R794,10391.9,Low,0.09,Both,"Suspected undervaluation, needs reassessment",4,2,Fortaleza,Shenzhen,771
6341,SHP006342,Australia,UAE,2020-04-12,2020-04-23,2020-04-28,Rail,Carrier_31,R591,29654.61,Low,0.55,Document,Tariff dispute pending resolution,5,2,Perth,Abu Dhabi,897
6342,SHP006343,China,Japan,2020-09-12,2020-09-18,2020-09-21,Rail,Carrier_26,R838,43953.78,Medium,0.55,Both,Incorrect HS code classification,3,1,Chengdu,Osaka,171
6343,SHP006344,Brazil,Germany,2019-02-26,2019-03-25,2019-03-27,Sea,Carrier_10,R232,34582.67,High,0.02,Document,Random inspection selected,2,1,Sao Paulo,Berlin,949
6344,SHP006345,Germany,India,2024-08-28,2024-09-17,2024-09-21,Sea,Carrier_42,R763,24895.77,Low,0.58,Physical,Routine customs clearance without issue,4,2,Hamburg,Mumbai,139
6345,SHP006346,UK,USA,2023-03-16,2023-04-09,2023-04-10,Air,Carrier_12,R983,5305.22,Medium,0.82,Both,"Incomplete paperwork, requires manual review",1,1,Edinburgh,Chicago,374
6346,SHP006347,UAE,Brazil,2021-03-26,2021-04-16,2021-04-18,Air,Carrier_17,R181,20922.86,High,0.61,Physical,Incorrect HS code classification,2,1,Dubai,Sao Paulo,217
6347,SHP006348,UAE,Brazil,2022-06-16,2022-06-21,2022-06-21,Air,Carrier_37,R215,34024.91,Medium,0.86,Physical,Routine customs clearance without issue,0,0,Ajman,Salvador,275
6348,SHP006349,Germany,USA,2020-05-19,2020-06-11,2020-06-13,Sea,Carrier_27,R919,30106.56,Low,0.97,Both,Incorrect HS code classification,2,1,Berlin,Houston,492
6349,SHP006350,Japan,UK,2019-09-16,2019-09-25,2019-09-25,Rail,Carrier_26,R819,28217.09,Medium,0.03,Both,High-risk commodity flagged for inspection,0,0,Tokyo,Manchester,228
6350,SHP006351,China,South Africa,2023-05-20,2023-06-12,2023-06-14,Sea,Carrier_43,R403,28173.82,Medium,0.81,Physical,"Suspected undervaluation, needs reassessment",2,1,Guangzhou,Durban,684
6351,SHP006352,India,Australia,2022-10-15,2022-11-08,2022-11-08,Air,Carrier_30,R570,37896.14,High,0.97,Both,Random inspection selected,0,0,Kolkata,Melbourne,217
6352,SHP006353,China,UK,2021-09-26,2021-10-07,2021-10-07,Air,Carrier_42,R372,41378.67,Low,0.18,Document,Incorrect HS code classification,0,0,Guangzhou,London,685
6353,SHP006354,South Africa,Brazil,2022-05-30,2022-06-11,2022-06-15,Air,Carrier_47,R629,5298.32,Medium,0.26,Both,"Incomplete paperwork, requires manual review",4,2,Port Elizabeth,Salvador,460
6354,SHP006355,USA,South Africa,2019-01-20,2019-02-19,2019-02-22,Rail,Carrier_25,R357,5946.62,High,0.72,Both,Tariff dispute pending resolution,3,1,New York,Cape Town,620
6355,SHP006356,South Africa,USA,2023-06-20,2023-07-18,2023-07-21,Road,Carrier_46,R423,36433.99,Low,0.84,Physical,Incorrect HS code classification,3,1,Johannesburg,Los Angeles,39
6356,SHP006357,Germany,UAE,2019-08-18,2019-09-04,2019-09-05,Air,Carrier_47,R608,2127.96,Medium,0.33,Both,Random inspection selected,1,1,Cologne,Ajman,38
6357,SHP006358,India,UK,2022-01-22,2022-02-16,2022-02-19,Sea,Carrier_18,R280,18002.98,Medium,0.57,Physical,Incorrect HS code classification,3,1,Delhi,Liverpool,924
6358,SHP006359,Brazil,India,2021-07-09,2021-08-03,2021-08-06,Air,Carrier_10,R919,11834.32,Low,0.32,Physical,"Suspected undervaluation, needs reassessment",3,1,Sao Paulo,Mumbai,647
6359,SHP006360,China,USA,2020-05-12,2020-06-04,2020-06-08,Sea,Carrier_23,R135,25690.27,High,0.52,Both,"Incomplete paperwork, requires manual review",4,2,Chengdu,New York,220
6360,SHP006361,UK,Brazil,2022-07-23,2022-08-13,2022-08-13,Sea,Carrier_42,R865,46708.52,Medium,0.94,Both,High-risk commodity flagged for inspection,0,0,London,Salvador,388
6361,SHP006362,Japan,UK,2020-02-18,2020-03-12,2020-03-15,Rail,Carrier_10,R508,31647.08,Medium,0.75,Document,Routine customs clearance without issue,3,1,Yokohama,Manchester,647
6362,SHP006363,South Africa,USA,2022-04-04,2022-04-24,2022-04-26,Rail,Carrier_36,R239,34431.27,High,0.99,Document,High-risk commodity flagged for inspection,2,1,Port Elizabeth,New York,642
6363,SHP006364,USA,China,2023-02-26,2023-03-04,2023-03-07,Sea,Carrier_44,R187,34344.57,High,0.52,Document,"Suspected undervaluation, needs reassessment",3,1,Houston,Guangzhou,827
6364,SHP006365,Australia,UK,2024-05-02,2024-05-21,2024-05-23,Rail,Carrier_28,R858,28654.4,Medium,0.54,Document,High-risk commodity flagged for inspection,2,1,Melbourne,London,422
6365,SHP006366,UAE,South Africa,2022-10-30,2022-11-15,2022-11-16,Road,Carrier_43,R897,38564.59,High,0.86,Both,High-risk commodity flagged for inspection,1,1,Sharjah,Pretoria,31
6366,SHP006367,UK,UAE,2023-12-27,2024-01-03,2024-01-06,Sea,Carrier_26,R268,9294.78,High,0.86,Physical,Routine customs clearance without issue,3,1,Edinburgh,Abu Dhabi,496
6367,SHP006368,South Africa,UK,2020-11-14,2020-12-07,2020-12-07,Sea,Carrier_35,R587,6304.47,High,0.57,Document,Random inspection selected,0,0,Pretoria,Liverpool,676
6368,SHP006369,Australia,Germany,2024-02-03,2024-02-28,2024-02-29,Air,Carrier_31,R462,27768.01,High,0.13,Document,High-risk commodity flagged for inspection,1,1,Sydney,Hamburg,1000
6369,SHP006370,China,South Africa,2019-10-24,2019-11-04,2019-11-08,Road,Carrier_31,R782,21086.02,Low,0.85,Document,Incorrect HS code classification,4,2,Shanghai,Pretoria,167
6370,SHP006371,Brazil,UK,2021-10-05,2021-10-29,2021-10-29,Air,Carrier_18,R186,20317.33,Medium,0.04,Both,High-risk commodity flagged for inspection,0,0,Fortaleza,Birmingham,841
6371,SHP006372,South Africa,Japan,2019-07-20,2019-08-06,2019-08-06,Rail,Carrier_30,R805,1725.7,Medium,0.48,Physical,"Suspected undervaluation, needs reassessment",0,0,Durban,Kyoto,721
6372,SHP006373,Japan,UK,2019-03-08,2019-03-20,2019-03-20,Rail,Carrier_21,R112,19450.32,Medium,0.96,Both,"Incomplete paperwork, requires manual review",0,0,Kyoto,Birmingham,943
6373,SHP006374,Brazil,South Africa,2024-09-13,2024-10-02,2024-10-06,Sea,Carrier_9,R337,7810.8,Low,0.49,Document,Tariff dispute pending resolution,4,2,Rio de Janeiro,Durban,295
6374,SHP006375,UK,Australia,2023-01-05,2023-01-23,2023-01-23,Road,Carrier_10,R738,38774.01,High,0.47,Both,"Incomplete paperwork, requires manual review",0,0,Birmingham,Melbourne,769
6375,SHP006376,Australia,Japan,2022-03-08,2022-03-28,2022-03-29,Sea,Carrier_32,R806,45474.02,Medium,0.7,Document,Random inspection selected,1,1,Adelaide,Osaka,267
6376,SHP006377,Brazil,Australia,2023-06-04,2023-06-12,2023-06-12,Road,Carrier_7,R773,16536.46,Low,0.61,Document,Random inspection selected,0,0,Brasilia,Melbourne,861
6377,SHP006378,Germany,UK,2021-07-23,2021-08-07,2021-08-09,Sea,Carrier_1,R148,6807.97,High,0.34,Document,"Incomplete paperwork, requires manual review",2,1,Cologne,London,251
6378,SHP006379,Germany,Japan,2023-02-09,2023-02-21,2023-02-23,Sea,Carrier_3,R770,34905.32,Low,0.67,Document,High-risk commodity flagged for inspection,2,1,Cologne,Osaka,15
6379,SHP006380,UAE,Brazil,2020-09-22,2020-10-20,2020-10-21,Sea,Carrier_10,R650,29144.81,Medium,0.8,Physical,Routine customs clearance without issue,1,1,Ras Al Khaimah,Brasilia,5
6380,SHP006381,South Africa,China,2020-05-05,2020-06-03,2020-06-08,Sea,Carrier_35,R603,49562.89,Low,0.25,Physical,"Suspected undervaluation, needs reassessment",5,2,Cape Town,Shanghai,828
6381,SHP006382,UK,China,2019-04-11,2019-04-21,2019-04-21,Rail,Carrier_41,R994,14812.94,High,0.22,Document,"Incomplete paperwork, requires manual review",0,0,Liverpool,Chengdu,260
6382,SHP006383,South Africa,Brazil,2020-06-19,2020-07-18,2020-07-18,Sea,Carrier_25,R254,31829.32,Low,0.37,Both,"Incomplete paperwork, requires manual review",0,0,Durban,Rio de Janeiro,873
6383,SHP006384,USA,Australia,2020-08-09,2020-08-25,2020-08-25,Air,Carrier_50,R868,26693.41,Low,0.55,Document,High-risk commodity flagged for inspection,0,0,New York,Sydney,396
6384,SHP006385,South Africa,Brazil,2024-11-15,2024-11-21,2024-11-25,Air,Carrier_1,R278,5301.23,Medium,0.28,Physical,Incorrect HS code classification,4,2,Port Elizabeth,Brasilia,859
6385,SHP006386,Japan,Brazil,2023-08-07,2023-08-26,2023-08-26,Air,Carrier_13,R711,25180.2,Medium,0.35,Both,"Incomplete paperwork, requires manual review",0,0,Osaka,Rio de Janeiro,626
6386,SHP006387,UAE,India,2019-11-14,2019-11-25,2019-11-29,Air,Carrier_42,R786,32258.81,Medium,0.5,Document,Tariff dispute pending resolution,4,2,Ajman,Mumbai,249
